,pm10,so2,co,o3,no2,max,critical,category
1466,27.0,2.0,18.0,45.0,6.0,45.0,O3,GOOD
1467,40.0,5.0,27.0,52.0,13.0,52.0,O3,MODERATE
1468,51.0,6.0,20.0,65.0,6.0,65.0,O3,MODERATE
1469,39.0,6.0,54.0,43.0,6.0,54.0,CO,MODERATE
1470,29.0,1.0,15.0,95.0,15.0,95.0,O3,MODERATE
1471,56.0,6.0,23.0,96.0,6.0,96.0,O3,MODERATE
1472,44.0,1.0,25.0,71.0,13.0,71.0,O3,MODERATE
1473,20.0,6.0,18.0,70.0,8.0,70.0,O3,MODERATE
1474,34.0,9.0,19.0,72.0,6.0,72.0,O3,MODERATE
1475,46.0,3.0,29.0,54.0,10.0,54.0,O3,MODERATE
1476,50.0,4.0,39.0,46.0,14.0,50.0,PM10,GOOD
1477,30.0,5.0,20.0,61.0,9.0,61.0,O3,MODERATE
1478,39.0,1.0,25.0,55.0,15.0,55.0,O3,MODERATE
1479,27.0,5.0,24.0,60.0,12.0,60.0,O3,MODERATE
1480,54.0,2.0,23.0,53.0,13.0,54.0,PM10,MODERATE
1481,19.0,5.0,12.0,54.0,6.0,54.0,O3,MODERATE
1482,59.0,7.0,29.0,51.0,15.0,59.0,PM10,MODERATE
1483,48.0,2.0,26.0,53.0,15.0,53.0,O3,MODERATE
1484,59.0,4.0,41.0,50.0,17.0,59.0,PM10,MODERATE
1485,26.0,6.0,14.0,56.0,7.0,56.0,O3,MODERATE
1486,67.0,3.0,43.0,36.0,10.0,67.0,PM10,MODERATE
1487,65.0,2.0,29.0,51.0,13.0,65.0,PM10,MODERATE
1488,19.0,5.0,19.0,53.0,9.0,53.0,O3,MODERATE
1489,19.0,5.0,20.0,51.0,9.0,51.0,O3,MODERATE
1490,54.0,2.0,25.0,35.0,9.0,54.0,PM10,MODERATE
1491,56.0,1.0,23.0,43.0,9.0,56.0,PM10,MODERATE
1492,61.0,1.0,22.0,47.0,9.0,61.0,PM10,MODERATE
1493,32.0,1.0,7.0,50.0,9.0,50.0,O3,GOOD
1494,28.0,6.0,31.0,48.0,12.0,48.0,O3,GOOD
1495,57.0,5.0,26.0,83.0,11.0,83.0,O3,MODERATE
1496,53.0,6.0,44.0,85.0,11.0,85.0,O3,MODERATE
1497,51.0,5.0,40.0,83.0,9.0,83.0,O3,MODERATE
1498,46.0,6.0,37.0,66.0,8.0,66.0,O3,MODERATE
1499,37.0,4.0,11.0,60.0,6.0,60.0,O3,MODERATE
1500,24.0,6.0,71.0,41.0,12.0,71.0,CO,MODERATE
1501,39.0,6.0,24.0,80.0,17.0,80.0,O3,MODERATE
1502,55.0,6.0,27.0,75.0,16.0,75.0,O3,MODERATE
1503,63.0,6.0,30.0,77.0,12.0,77.0,O3,MODERATE
1504,38.0,8.0,40.0,79.0,12.0,79.0,O3,MODERATE
1505,51.0,3.0,13.0,63.0,17.0,63.0,O3,MODERATE
1506,78.0,3.0,37.0,40.0,12.0,78.0,PM10,MODERATE
1507,82.0,7.0,43.0,45.0,10.0,82.0,PM10,MODERATE
1508,113.0,4.0,61.0,66.0,20.0,113.0,PM10,UNHEALTHY
1509,76.0,4.0,35.0,61.0,12.0,76.0,PM10,MODERATE
1510,75.0,7.0,37.0,48.0,16.0,75.0,PM10,MODERATE
1511,91.0,4.0,36.0,75.0,11.0,91.0,PM10,MODERATE
1512,52.0,3.0,13.0,73.0,7.0,73.0,O3,MODERATE
1513,38.0,7.0,18.0,52.0,6.0,52.0,O3,MODERATE
1514,27.0,6.0,42.0,54.0,10.0,54.0,O3,MODERATE
1515,51.0,7.0,17.0,69.0,10.0,69.0,O3,MODERATE
1516,54.0,5.0,43.0,53.0,25.0,54.0,PM10,MODERATE
1517,52.0,8.0,23.0,58.0,18.0,58.0,O3,MODERATE
1518,65.0,2.0,47.0,83.0,15.0,83.0,O3,MODERATE
1519,105.0,4.0,119.0,86.0,24.0,119.0,CO,UNHEALTHY
1520,40.0,9.0,31.0,91.0,7.0,91.0,O3,MODERATE
1521,52.0,7.0,11.0,92.0,10.0,92.0,O3,MODERATE
1522,25.0,9.0,25.0,144.0,6.0,144.0,O3,UNHEALTHY
1523,26.0,10.0,26.0,156.0,9.0,156.0,O3,UNHEALTHY
1524,63.0,8.0,9.0,98.0,15.0,98.0,O3,MODERATE
1525,105.0,6.0,54.0,190.0,19.0,190.0,O3,UNHEALTHY
1526,77.0,14.0,27.0,101.0,24.0,101.0,O3,UNHEALTHY
1527,33.0,9.0,25.0,85.0,9.0,85.0,O3,MODERATE
1528,89.0,4.0,39.0,65.0,8.0,89.0,PM10,MODERATE
1529,82.0,3.0,24.0,76.0,10.0,82.0,PM10,MODERATE
1530,95.0,7.0,14.0,59.0,17.0,95.0,PM10,MODERATE
1531,69.0,2.0,59.0,66.0,9.0,69.0,PM10,MODERATE
1532,89.0,8.0,11.0,96.0,24.0,96.0,O3,MODERATE
1533,26.0,8.0,34.0,99.0,11.0,99.0,O3,MODERATE
1534,37.0,8.0,51.0,138.0,12.0,138.0,O3,UNHEALTHY
1535,97.0,8.0,16.0,76.0,13.0,97.0,PM10,MODERATE
1536,77.0,7.0,20.0,146.0,17.0,146.0,O3,UNHEALTHY
1537,68.0,8.0,14.0,126.0,19.0,126.0,O3,UNHEALTHY
1538,76.0,6.0,30.0,98.0,17.0,98.0,O3,MODERATE
1539,86.0,5.0,37.0,195.0,17.0,195.0,O3,UNHEALTHY
1540,64.0,6.0,18.0,88.0,7.0,88.0,O3,MODERATE
1541,64.0,4.0,20.0,54.0,9.0,64.0,PM10,MODERATE
1542,49.0,7.0,13.0,71.0,8.0,71.0,O3,MODERATE
1543,83.0,4.0,50.0,75.0,12.0,83.0,PM10,MODERATE
1544,62.0,3.0,21.0,63.0,9.0,63.0,O3,MODERATE
1545,54.0,3.0,17.0,83.0,10.0,83.0,O3,MODERATE
1546,55.0,11.0,54.0,114.0,12.0,114.0,O3,UNHEALTHY
1547,62.0,8.0,32.0,163.0,23.0,163.0,O3,UNHEALTHY
1548,66.0,5.0,23.0,118.0,13.0,118.0,O3,UNHEALTHY
1549,66.0,3.0,21.0,91.0,9.0,91.0,O3,MODERATE
1550,71.0,5.0,29.0,89.0,8.0,89.0,O3,MODERATE
1551,81.0,5.0,30.0,111.0,13.0,111.0,O3,UNHEALTHY
1552,74.0,5.0,18.0,109.0,14.0,109.0,O3,UNHEALTHY
1553,69.0,4.0,18.0,133.0,12.0,133.0,O3,UNHEALTHY
1554,90.0,4.0,18.0,146.0,12.0,146.0,O3,UNHEALTHY
1555,83.0,6.0,52.0,162.0,12.0,162.0,O3,UNHEALTHY
1556,53.0,4.0,14.0,94.0,9.0,94.0,O3,MODERATE
1557,46.0,3.0,12.0,119.0,9.0,119.0,O3,UNHEALTHY
1558,58.0,5.0,24.0,93.0,9.0,93.0,O3,MODERATE
1559,43.0,4.0,9.0,78.0,4.0,78.0,O3,MODERATE
1560,51.0,3.0,10.0,57.0,3.0,57.0,O3,MODERATE
1561,62.0,5.0,17.0,78.0,7.0,78.0,O3,MODERATE
1562,68.0,5.0,26.0,94.0,18.0,94.0,O3,MODERATE
1563,59.0,3.0,13.0,88.0,9.0,88.0,O3,MODERATE
1564,51.0,4.0,17.0,87.0,6.0,87.0,O3,MODERATE
1565,49.0,4.0,20.0,99.0,7.0,99.0,O3,MODERATE
1566,48.0,3.0,10.0,98.0,4.0,98.0,O3,MODERATE
1567,68.0,9.0,35.0,164.0,26.0,164.0,O3,UNHEALTHY
1568,66.0,6.0,46.0,158.0,15.0,158.0,O3,UNHEALTHY
1569,55.0,4.0,38.0,106.0,14.0,106.0,O3,UNHEALTHY
1570,51.0,3.0,26.0,76.0,13.0,76.0,O3,MODERATE
1571,57.0,4.0,18.0,94.0,11.0,94.0,O3,MODERATE
1572,42.0,8.0,15.0,78.0,9.0,78.0,O3,MODERATE
1573,64.0,4.0,40.0,180.0,12.0,180.0,O3,UNHEALTHY
1574,54.0,4.0,21.0,123.0,6.0,123.0,O3,UNHEALTHY
1575,46.0,8.0,14.0,69.0,20.0,69.0,O3,MODERATE
1576,45.0,5.0,13.0,163.0,11.0,163.0,O3,UNHEALTHY
1577,44.0,3.0,14.0,162.0,6.0,162.0,O3,UNHEALTHY
1578,55.0,4.0,20.0,178.0,12.0,178.0,O3,UNHEALTHY
1579,54.0,5.0,23.0,165.0,13.0,165.0,O3,UNHEALTHY
1580,18.0,11.0,23.0,119.0,12.0,119.0,O3,UNHEALTHY
1581,68.0,5.0,28.0,94.0,13.0,94.0,O3,MODERATE
1582,88.0,5.0,39.0,131.0,14.0,131.0,O3,UNHEALTHY
1583,85.0,4.0,97.0,144.0,16.0,144.0,O3,UNHEALTHY
1584,65.0,5.0,18.0,137.0,9.0,137.0,O3,UNHEALTHY
1585,66.0,5.0,18.0,94.0,12.0,94.0,O3,MODERATE
1586,63.0,7.0,18.0,107.0,12.0,107.0,O3,UNHEALTHY
1587,72.0,5.0,18.0,144.0,10.0,144.0,O3,UNHEALTHY
1588,62.0,4.0,34.0,129.0,14.0,129.0,O3,UNHEALTHY
1589,55.0,4.0,26.0,200.0,12.0,200.0,O3,UNHEALTHY
1590,70.0,5.0,24.0,165.0,11.0,165.0,O3,UNHEALTHY
1591,67.0,4.0,23.0,169.0,11.0,169.0,O3,UNHEALTHY
1592,70.0,4.0,37.0,144.0,17.0,144.0,O3,UNHEALTHY
1593,89.0,6.0,18.0,200.0,10.0,200.0,O3,UNHEALTHY
1594,58.0,5.0,18.0,195.0,10.0,195.0,O3,UNHEALTHY
1595,62.0,6.0,21.0,139.0,9.0,139.0,O3,UNHEALTHY
1596,69.0,4.0,37.0,75.0,10.0,75.0,O3,MODERATE
1597,52.0,4.0,22.0,106.0,13.0,106.0,O3,UNHEALTHY
1598,60.0,6.0,27.0,190.0,9.0,190.0,O3,UNHEALTHY
1599,74.0,5.0,30.0,121.0,11.0,121.0,O3,UNHEALTHY
1600,58.0,7.0,34.0,133.0,20.0,133.0,O3,UNHEALTHY
1601,75.0,6.0,31.0,153.0,13.0,153.0,O3,UNHEALTHY
1602,59.0,6.0,18.0,108.0,13.0,108.0,O3,UNHEALTHY
1603,57.0,5.0,28.0,93.0,15.0,93.0,O3,MODERATE
1604,77.0,6.0,41.0,104.0,20.0,104.0,O3,UNHEALTHY
1605,78.0,6.0,41.0,109.0,12.0,109.0,O3,UNHEALTHY
1606,57.0,6.0,26.0,114.0,14.0,114.0,O3,UNHEALTHY
1607,77.0,5.0,45.0,211.0,11.0,211.0,O3,VERY UNHEALTHY
1608,59.0,5.0,18.0,161.0,10.0,161.0,O3,UNHEALTHY
1609,55.0,7.0,18.0,126.0,9.0,126.0,O3,UNHEALTHY
1610,67.0,8.0,25.0,99.0,12.0,99.0,O3,MODERATE
1611,59.0,4.0,25.0,100.0,12.0,100.0,O3,MODERATE
1612,80.0,6.0,35.0,136.0,13.0,136.0,O3,UNHEALTHY
1613,76.0,10.0,21.0,65.0,13.0,76.0,PM10,MODERATE
1614,86.0,9.0,18.0,51.0,12.0,86.0,PM10,MODERATE
1615,89.0,9.0,22.0,76.0,19.0,89.0,PM10,MODERATE
1616,88.0,7.0,25.0,135.0,11.0,135.0,O3,UNHEALTHY
1617,82.0,6.0,29.0,94.0,14.0,94.0,O3,MODERATE
1618,111.0,11.0,21.0,56.0,12.0,111.0,PM10,UNHEALTHY
1619,92.0,12.0,26.0,236.0,11.0,236.0,O3,VERY UNHEALTHY
1620,87.0,9.0,18.0,64.0,10.0,87.0,PM10,MODERATE
1621,67.0,6.0,27.0,97.0,13.0,97.0,O3,MODERATE
1622,48.0,11.0,26.0,129.0,10.0,129.0,O3,UNHEALTHY
1623,69.0,6.0,18.0,214.0,21.0,214.0,O3,VERY UNHEALTHY
1624,52.0,5.0,25.0,205.0,17.0,205.0,O3,VERY UNHEALTHY
1625,78.0,6.0,47.0,69.0,18.0,78.0,PM10,MODERATE
1626,53.0,8.0,25.0,65.0,12.0,65.0,O3,MODERATE
1627,19.0,12.0,23.0,86.0,12.0,86.0,O3,MODERATE
1628,53.0,7.0,24.0,117.0,14.0,117.0,O3,UNHEALTHY
1629,66.0,6.0,34.0,87.0,16.0,87.0,O3,MODERATE
1630,56.0,15.0,16.0,77.0,24.0,77.0,O3,MODERATE
1631,69.0,17.0,25.0,68.0,17.0,69.0,PM10,MODERATE
1632,71.0,9.0,14.0,43.0,9.0,71.0,PM10,MODERATE
1633,72.0,16.0,41.0,112.0,21.0,112.0,O3,UNHEALTHY
1634,65.0,12.0,25.0,92.0,17.0,92.0,O3,MODERATE
1635,59.0,13.0,17.0,70.0,12.0,70.0,O3,MODERATE
1636,79.0,10.0,30.0,61.0,8.0,79.0,PM10,MODERATE
1637,51.0,6.0,34.0,67.0,19.0,67.0,O3,MODERATE
1638,95.0,18.0,50.0,69.0,17.0,95.0,PM10,MODERATE
1639,64.0,10.0,20.0,92.0,13.0,92.0,O3,MODERATE
1640,90.0,15.0,17.0,88.0,13.0,90.0,PM10,MODERATE
1641,67.0,18.0,23.0,117.0,10.0,117.0,O3,UNHEALTHY
1642,77.0,13.0,14.0,95.0,13.0,95.0,O3,MODERATE
1643,75.0,13.0,12.0,61.0,10.0,75.0,PM10,MODERATE
1644,88.0,18.0,27.0,96.0,11.0,96.0,O3,MODERATE
1645,90.0,18.0,47.0,62.0,13.0,90.0,PM10,MODERATE
1646,24.0,11.0,16.0,70.0,7.0,70.0,O3,MODERATE
1647,56.0,5.0,17.0,61.0,11.0,61.0,O3,MODERATE
1648,51.0,7.0,20.0,80.0,12.0,80.0,O3,MODERATE
1649,57.0,18.0,37.0,72.0,19.0,72.0,O3,MODERATE
1650,106.0,18.0,83.0,69.0,22.0,106.0,PM10,UNHEALTHY
1651,50.0,5.0,14.0,91.0,7.0,91.0,O3,MODERATE
1652,58.0,12.0,8.0,35.0,10.0,58.0,PM10,MODERATE
1653,83.0,18.0,41.0,60.0,12.0,83.0,PM10,MODERATE
1654,70.0,18.0,28.0,31.0,12.0,70.0,PM10,MODERATE
1655,57.0,12.0,19.0,140.0,20.0,140.0,O3,UNHEALTHY
1656,57.0,23.0,17.0,84.0,17.0,84.0,O3,MODERATE
1657,16.0,12.0,19.0,94.0,8.0,94.0,O3,MODERATE
1658,58.0,6.0,32.0,89.0,17.0,89.0,O3,MODERATE
1659,13.0,13.0,27.0,76.0,10.0,76.0,O3,MODERATE
1660,55.0,18.0,19.0,86.0,15.0,86.0,O3,MODERATE
1661,12.0,12.0,16.0,65.0,6.0,65.0,O3,MODERATE
1662,12.0,12.0,17.0,87.0,4.0,87.0,O3,MODERATE
1663,60.0,18.0,19.0,104.0,15.0,104.0,O3,UNHEALTHY
1664,44.0,11.0,8.0,91.0,11.0,91.0,O3,MODERATE
1665,60.0,16.0,25.0,70.0,19.0,70.0,O3,MODERATE
1666,67.0,13.0,34.0,68.0,16.0,68.0,O3,MODERATE
1667,51.0,11.0,20.0,63.0,14.0,63.0,O3,MODERATE
1668,33.0,5.0,26.0,60.0,11.0,60.0,O3,MODERATE
1669,59.0,4.0,33.0,90.0,11.0,90.0,O3,MODERATE
1670,14.0,12.0,13.0,87.0,9.0,87.0,O3,MODERATE
1671,14.0,12.0,19.0,54.0,6.0,54.0,O3,MODERATE
1672,51.0,16.0,8.0,84.0,9.0,84.0,O3,MODERATE
1673,54.0,12.0,9.0,80.0,8.0,80.0,O3,MODERATE
1674,17.0,13.0,11.0,74.0,4.0,74.0,O3,MODERATE
1675,15.0,13.0,22.0,77.0,7.0,77.0,O3,MODERATE
1676,17.0,12.0,19.0,65.0,7.0,65.0,O3,MODERATE
1677,57.0,14.0,11.0,61.0,11.0,61.0,O3,MODERATE
1678,57.0,31.0,9.0,51.0,7.0,57.0,PM10,MODERATE
1679,64.0,12.0,7.0,69.0,8.0,69.0,O3,MODERATE
1680,25.0,14.0,22.0,74.0,7.0,74.0,O3,MODERATE
1681,15.0,14.0,14.0,93.0,5.0,93.0,O3,MODERATE
1682,25.0,15.0,17.0,88.0,8.0,88.0,O3,MODERATE
1683,66.0,23.0,11.0,50.0,10.0,66.0,PM10,MODERATE
1684,12.0,12.0,18.0,99.0,6.0,99.0,O3,MODERATE
1685,13.0,13.0,15.0,98.0,5.0,98.0,O3,MODERATE
1686,73.0,12.0,10.0,50.0,10.0,73.0,PM10,MODERATE
1687,22.0,14.0,15.0,82.0,7.0,82.0,O3,MODERATE
1688,14.0,15.0,12.0,85.0,10.0,85.0,O3,MODERATE
1689,14.0,14.0,24.0,86.0,9.0,86.0,O3,MODERATE
1690,17.0,14.0,29.0,80.0,10.0,80.0,O3,MODERATE
1691,57.0,15.0,16.0,98.0,8.0,98.0,O3,MODERATE
1692,64.0,8.0,15.0,104.0,10.0,104.0,O3,UNHEALTHY
1693,93.0,14.0,16.0,69.0,14.0,93.0,PM10,MODERATE
1694,108.0,11.0,14.0,69.0,11.0,108.0,PM10,UNHEALTHY
1695,54.0,10.0,12.0,84.0,10.0,84.0,O3,MODERATE
1696,29.0,14.0,12.0,82.0,7.0,82.0,O3,MODERATE
1697,61.0,7.0,13.0,90.0,11.0,90.0,O3,MODERATE
1698,58.0,7.0,15.0,97.0,10.0,97.0,O3,MODERATE
1699,35.0,14.0,22.0,88.0,7.0,88.0,O3,MODERATE
1700,22.0,14.0,13.0,78.0,7.0,78.0,O3,MODERATE
1701,76.0,15.0,13.0,60.0,14.0,76.0,PM10,MODERATE
1702,28.0,13.0,20.0,92.0,8.0,92.0,O3,MODERATE
1703,30.0,14.0,16.0,83.0,5.0,83.0,O3,MODERATE
1704,29.0,16.0,12.0,75.0,5.0,75.0,O3,MODERATE
1705,34.0,16.0,13.0,93.0,7.0,93.0,O3,MODERATE
1706,87.0,15.0,9.0,101.0,10.0,101.0,O3,UNHEALTHY
1707,29.0,15.0,17.0,115.0,13.0,115.0,O3,UNHEALTHY
1708,76.0,13.0,10.0,88.0,14.0,88.0,O3,MODERATE
1709,61.0,13.0,14.0,97.0,15.0,97.0,O3,MODERATE
1710,36.0,15.0,20.0,89.0,11.0,89.0,O3,MODERATE
1711,71.0,8.0,23.0,80.0,14.0,80.0,O3,MODERATE
1712,39.0,15.0,26.0,106.0,11.0,106.0,O3,UNHEALTHY
1713,48.0,15.0,27.0,83.0,12.0,83.0,O3,MODERATE
1714,43.0,15.0,16.0,89.0,8.0,89.0,O3,MODERATE
1715,26.0,16.0,19.0,87.0,12.0,87.0,O3,MODERATE
1716,42.0,17.0,21.0,91.0,13.0,91.0,O3,MODERATE
1717,22.0,16.0,14.0,88.0,6.0,88.0,O3,MODERATE
1718,25.0,18.0,20.0,102.0,11.0,102.0,O3,UNHEALTHY
1719,29.0,16.0,27.0,112.0,17.0,112.0,O3,UNHEALTHY
1720,82.0,15.0,8.0,69.0,18.0,82.0,PM10,MODERATE
1721,21.0,17.0,16.0,81.0,9.0,81.0,O3,MODERATE
1722,77.0,14.0,5.0,69.0,11.0,77.0,PM10,MODERATE
1723,23.0,19.0,15.0,86.0,10.0,86.0,O3,MODERATE
1724,27.0,15.0,32.0,90.0,9.0,90.0,O3,MODERATE
1725,22.0,15.0,20.0,79.0,6.0,79.0,O3,MODERATE
1726,14.0,16.0,15.0,76.0,7.0,76.0,O3,MODERATE
1727,99.0,14.0,5.0,34.0,14.0,99.0,PM10,MODERATE
1728,76.0,19.0,20.0,124.0,19.0,124.0,O3,UNHEALTHY
1729,20.0,17.0,25.0,107.0,9.0,107.0,O3,UNHEALTHY
1730,85.0,16.0,7.0,78.0,15.0,85.0,PM10,MODERATE
1731,90.0,16.0,6.0,79.0,17.0,90.0,PM10,MODERATE
1732,78.0,15.0,5.0,93.0,13.0,93.0,O3,MODERATE
1733,66.0,26.0,22.0,77.0,19.0,77.0,O3,MODERATE
1734,102.0,16.0,6.0,67.0,15.0,102.0,PM10,UNHEALTHY
1735,74.0,14.0,4.0,74.0,12.0,74.0,PM10,MODERATE
1736,78.0,15.0,4.0,83.0,14.0,83.0,O3,MODERATE
1737,74.0,14.0,4.0,62.0,10.0,74.0,PM10,MODERATE
1738,61.0,13.0,26.0,80.0,17.0,80.0,O3,MODERATE
1739,66.0,9.0,16.0,124.0,10.0,124.0,O3,UNHEALTHY
1740,83.0,18.0,5.0,75.0,14.0,83.0,PM10,MODERATE
1741,56.0,15.0,17.0,89.0,17.0,89.0,O3,MODERATE
1742,66.0,16.0,4.0,78.0,16.0,78.0,O3,MODERATE
1743,75.0,16.0,13.0,81.0,14.0,81.0,O3,MODERATE
1744,53.0,20.0,22.0,121.0,15.0,121.0,O3,UNHEALTHY
1745,34.0,17.0,24.0,106.0,20.0,106.0,O3,UNHEALTHY
1746,53.0,15.0,16.0,131.0,16.0,131.0,O3,UNHEALTHY
1747,77.0,14.0,7.0,48.0,14.0,77.0,PM10,MODERATE
1748,81.0,15.0,5.0,89.0,13.0,89.0,O3,MODERATE
1749,92.0,17.0,5.0,71.0,21.0,92.0,PM10,MODERATE
1750,93.0,13.0,4.0,70.0,11.0,93.0,PM10,MODERATE
1751,91.0,14.0,4.0,46.0,12.0,91.0,PM10,MODERATE
1752,94.0,15.0,6.0,49.0,13.0,94.0,PM10,MODERATE
1753,70.0,9.0,16.0,78.0,11.0,78.0,O3,MODERATE
1754,81.0,16.0,5.0,58.0,14.0,81.0,PM10,MODERATE
1755,83.0,12.0,7.0,70.0,11.0,83.0,PM10,MODERATE
1756,72.0,8.0,12.0,116.0,9.0,116.0,O3,UNHEALTHY
1757,100.0,17.0,14.0,81.0,16.0,100.0,PM10,MODERATE
1758,116.0,21.0,18.0,76.0,14.0,116.0,PM10,UNHEALTHY
1759,67.0,8.0,19.0,92.0,14.0,92.0,O3,MODERATE
1760,58.0,7.0,18.0,85.0,8.0,85.0,O3,MODERATE
1761,57.0,12.0,15.0,112.0,18.0,112.0,O3,UNHEALTHY
1762,84.0,20.0,13.0,70.0,17.0,84.0,PM10,MODERATE
1763,71.0,18.0,6.0,69.0,15.0,71.0,PM10,MODERATE
1764,83.0,18.0,7.0,60.0,12.0,83.0,PM10,MODERATE
1765,57.0,16.0,12.0,96.0,13.0,96.0,O3,MODERATE
1766,56.0,9.0,16.0,107.0,11.0,107.0,O3,UNHEALTHY
1767,57.0,25.0,16.0,93.0,21.0,93.0,O3,MODERATE
1768,67.0,20.0,16.0,94.0,15.0,94.0,O3,MODERATE
1769,57.0,17.0,9.0,71.0,13.0,71.0,O3,MODERATE
1770,56.0,8.0,16.0,90.0,9.0,90.0,O3,MODERATE
1771,71.0,9.0,21.0,94.0,13.0,94.0,O3,MODERATE
1772,65.0,8.0,15.0,146.0,9.0,146.0,O3,UNHEALTHY
1773,64.0,15.0,29.0,94.0,24.0,94.0,O3,MODERATE
1774,60.0,15.0,16.0,99.0,17.0,99.0,O3,MODERATE
1775,54.0,14.0,22.0,103.0,18.0,103.0,O3,UNHEALTHY
1776,69.0,16.0,28.0,83.0,21.0,83.0,O3,MODERATE
1777,41.0,8.0,16.0,100.0,11.0,100.0,O3,MODERATE
1778,63.0,12.0,8.0,87.0,14.0,87.0,O3,MODERATE
1779,79.0,23.0,26.0,103.0,27.0,103.0,O3,UNHEALTHY
1780,67.0,19.0,16.0,104.0,17.0,104.0,O3,UNHEALTHY
1781,47.0,8.0,15.0,70.0,8.0,70.0,O3,MODERATE
1782,51.0,11.0,32.0,82.0,15.0,82.0,O3,MODERATE
1783,54.0,10.0,19.0,104.0,12.0,104.0,O3,UNHEALTHY
1784,57.0,21.0,21.0,90.0,20.0,90.0,O3,MODERATE
1785,60.0,15.0,19.0,72.0,13.0,72.0,O3,MODERATE
1786,51.0,9.0,26.0,82.0,16.0,82.0,O3,MODERATE
1787,78.0,12.0,8.0,36.0,12.0,78.0,PM10,MODERATE
1788,57.0,15.0,19.0,105.0,14.0,105.0,O3,UNHEALTHY
1789,50.0,16.0,17.0,92.0,17.0,92.0,O3,MODERATE
1790,39.0,7.0,21.0,93.0,9.0,93.0,O3,MODERATE
1791,69.0,19.0,30.0,100.0,22.0,100.0,O3,MODERATE
1792,66.0,17.0,24.0,140.0,19.0,140.0,O3,UNHEALTHY
1793,79.0,23.0,35.0,64.0,30.0,79.0,PM10,MODERATE
1794,29.0,9.0,26.0,51.0,15.0,51.0,O3,MODERATE
1795,33.0,14.0,13.0,34.0,12.0,34.0,O3,GOOD
1796,43.0,16.0,16.0,49.0,13.0,49.0,O3,GOOD
1797,33.0,13.0,13.0,52.0,11.0,52.0,O3,MODERATE
1798,54.0,14.0,6.0,77.0,13.0,77.0,O3,MODERATE
1799,50.0,18.0,16.0,103.0,16.0,103.0,O3,UNHEALTHY
1800,54.0,14.0,43.0,53.0,13.0,54.0,PM10,MODERATE
1801,52.0,15.0,39.0,56.0,11.0,56.0,O3,MODERATE
1802,30.0,14.0,19.0,52.0,11.0,52.0,O3,MODERATE
1803,41.0,15.0,24.0,47.0,12.0,47.0,O3,GOOD
1804,38.0,17.0,13.0,51.0,11.0,51.0,O3,MODERATE
1805,61.0,14.0,8.0,35.0,12.0,61.0,PM10,MODERATE
1806,52.0,12.0,10.0,31.0,6.0,52.0,PM10,MODERATE
1807,59.0,13.0,9.0,58.0,6.0,59.0,PM10,MODERATE
1808,50.0,13.0,6.0,35.0,6.0,50.0,PM10,GOOD
1809,25.0,16.0,10.0,41.0,12.0,41.0,O3,GOOD
1810,72.0,15.0,11.0,47.0,10.0,72.0,PM10,MODERATE
1811,29.0,14.0,11.0,52.0,11.0,52.0,O3,MODERATE
1812,56.0,15.0,15.0,29.0,8.0,56.0,PM10,MODERATE
1813,62.0,10.0,19.0,46.0,15.0,62.0,PM10,MODERATE
1814,33.0,6.0,20.0,42.0,13.0,42.0,O3,GOOD
1815,67.0,34.0,43.0,23.0,13.0,67.0,PM10,MODERATE
1816,42.0,25.0,30.0,79.0,19.0,79.0,O3,MODERATE
1817,39.0,3.0,37.0,55.0,18.0,55.0,O3,MODERATE
1818,69.0,11.0,43.0,137.0,19.0,137.0,O3,UNHEALTHY
1819,58.0,7.0,37.0,130.0,16.0,130.0,O3,UNHEALTHY
1820,52.0,11.0,29.0,71.0,14.0,71.0,O3,MODERATE
1821,24.0,2.0,32.0,40.0,14.0,40.0,O3,GOOD
1822,39.0,10.0,42.0,137.0,12.0,137.0,O3,UNHEALTHY
1823,31.0,9.0,13.0,201.0,6.0,201.0,O3,VERY UNHEALTHY
1824,36.0,10.0,16.0,81.0,11.0,81.0,O3,MODERATE
1825,18.0,9.0,11.0,217.0,5.0,217.0,O3,VERY UNHEALTHY
1826,49.0,7.0,18.0,26.0,10.0,49.0,PM10,GOOD
1827,28.0,3.0,26.0,48.0,6.0,48.0,O3,GOOD
1828,22.0,2.0,28.0,44.0,6.0,44.0,O3,GOOD
1829,18.0,2.0,28.0,42.0,6.0,42.0,O3,GOOD
1830,19.0,2.0,25.0,32.0,4.0,32.0,O3,GOOD
1831,27.0,3.0,26.0,37.0,6.0,37.0,O3,GOOD
1832,32.0,7.0,11.0,35.0,12.0,35.0,O3,GOOD
1833,48.0,6.0,21.0,4.0,12.0,48.0,PM10,GOOD
1834,23.0,6.0,8.0,32.0,7.0,32.0,O3,GOOD
1835,25.0,3.0,24.0,43.0,4.0,43.0,O3,GOOD
1836,26.0,6.0,7.0,41.0,11.0,41.0,O3,GOOD
1837,26.0,7.0,23.0,37.0,13.0,37.0,O3,GOOD
1838,45.0,5.0,26.0,28.0,18.0,45.0,PM10,GOOD
1839,38.0,3.0,44.0,40.0,17.0,44.0,CO,GOOD
1840,35.0,4.0,33.0,47.0,12.0,47.0,O3,GOOD
1841,18.0,15.0,61.0,24.0,5.0,61.0,CO,MODERATE
1842,32.0,3.0,26.0,43.0,15.0,43.0,O3,GOOD
1843,46.0,5.0,14.0,7.0,12.0,46.0,PM10,GOOD
